ID,NAME,TYPE,CROSS,PERIOD,METHOD,APPLY,SHIFT,MODE,DISPLAY_TYPE, DISPLAY, LEVELTYPE, VALUE1, VALUE2, VALUE3, VALUE4,LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9
20,BAR,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,NEWS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,VOLUME,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,120,--,--,--,--,--,--,--,--,80,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,--
23,VOLUME_UP,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,VOLUME_DOWN,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,PROGRESS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
50,ATR_14,ATR,,14,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0003,0.0006,0.002,0.003,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
51,F_TRIX,CUSTOM,S_TRIX,PG_THV_Trix,0,0,0,0,0,1,0,4,8,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
52,S_TRIX,CUSTOM,,PG_THV_Trix,0,0,0,0,0,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
53,RSI_20,RSI,,20,0,0,0,0,0,1,0,0,0,0,0,80,80,80,80,80,80,80,80,80,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
54,EMA_34,MA,,34,1,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
55,MA_34,MA,EMA_34,34,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
56,M_MACD,MACD,S_MACD,12,26,0,9,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
57,S_MACD,MACD,M_MACD,12,26,0,9,1,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
58,ATR_1,ATR,,1,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0003,0.0006,0.002,0.003,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
59,EMA_4,MA,,4,1,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
60,RSI_2,RSI,,2,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,95,95,95,95,95,95,95,95,95,50,50,50,50,50,50,50,50,50,5,5,5,5,5,5,5,5,5,--,--,--,--,--,--,--,--,--
61,MA_200,MA,,200,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
62,VELOCITY,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,1,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
63,ACCELERATION,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,2,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
64,SAR,SAR,,0.02,0.2,0,0,0,2,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
65,MA_144,MA,,144,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
66,WPR_14,WPR,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,-20,-20,-20,-20,-20,-20,-20,-20,-20,-50,-50,-50,-50,-50,-50,-50,-50,-50,-80,-80,-80,-80,-80,-80,-80,-80,-80,--,--,--,--,--,--,--,--,--
67,EMA_5,MA,,5,1,5,2,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
68,GENESIS,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
69,TVI,CUSTOM,,PG_TVI,0,0,0,0,2,1,0,5,10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
70,GANHILO,CUSTOM,,PG_GEN_GannHiLo-Histo,0,0,0,0,2,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
71,STOCHA_S,STOCHASTIC,STOCHA_M,5,0,0,3,1,0,1,0,3,0,0,0,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20
72,STOCHA_M,STOCHASTIC,STOCHA_S,5,0,0,3,0,0,1,0,3,0,0,0,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20
73,CCI,CCI,,20,0,5,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,--,--,--,--,--,--,--,--,--
74,T3_2,CUSTOM,,PG_GEN_T3_2ColorHisto,0,0,0,0,2,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
75,Arrow,CUSTOM,,arrow,0,0,0,0,2,0,0,2,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
76,Force,CUSTOM,,Force_Index,0,0,0,0,0,1,0,0,0,0,1,0.02,--,--,--,1.2,--,--,--,--,0.0004,--,0.02,--,0.8,--,--,--,--,0,0,0,0,0,0,0,0,--,-0.0004,--,-0.02,--,-0.8,--,--,--,--,-0.02,--,--,--,-1.2,--,--,--,--
77,BB_M,BOLLINGER,,20,2,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
78,BB_U,BOLLINGER,,20,2,0,0,1,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
79,BB_L,BOLLINGER,,20,2,0,0,2,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
80,STO_BB,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
81,STO_SAR,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
82,Trendline1,CUSTOM,,trendline,0,0,0,0,0,0,0,4,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
83,Trendline2,CUSTOM,,trendline,0,0,0,0,0,0,0,8,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
84,Singapore_Swing,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
85,RSI_14,RSI,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
86,Rainbow_MA_1,CUSTOM,,RainbowMMA_07,0,0,0,0,0,0,0,0,0,0,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
87,Rainbow_MA_8,CUSTOM,,RainbowMMA_07,0,0,0,0,0,0,0,0,0,0,128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
88,Momentum,CUSTOM,,Momentum,0,0,0,0,0,1,1,0,0,0,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
89,CCI_20,CCI,,20,0,5,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,--,--,--,--,--,--,--,--,--
