ID,NAME,TYPE,CROSS,PERIOD,METHOD,APPLY,SHIFT,MODE,DISPLAY_TYPE, DISPLAY, LEVELTYPE, VALUE1, VALUE2, VALUE3, VALUE4,LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9
20,BAR,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,NEWS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,VOLUME,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,120,--,--,--,--,--,--,--,--,80,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,--
23,VOLUME_UP,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,VOLUME_DOWN,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,PROGRESS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
50,ATR_14,ATR,,14,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0003,0.0006,0.002,0.003,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
51,F_TRIX,CUSTOM,S_TRIX,PG_THV_Trix,0,0,0,0,0,1,0,4,8,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
52,S_TRIX,CUSTOM,,PG_THV_Trix,0,0,0,0,0,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
53,BOLLINGER_0,BOLLINGER,,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ICHIMOKU_0,ICHIMOKU,,9,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,MACD_0,MACD,,12,25,0,9,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,--,--,--,--,--,--,--,--,--
56,MA_200,MA,,200,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
57,RSI_14,RSI,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
58,ATR_20,ATR,ATR_14,20,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,--,--,--,--,--,--,--,--,--
59,RSI_60,RSI,,60,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
60,RSI_2,RSI,,2,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,95,95,95,95,95,95,95,95,95,50,50,50,50,50,50,50,50,50,5,5,5,5,5,5,5,5,5,--,--,--,--,--,--,--,--,--
61,ADX_14,ADX,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,20,20,20,20,20,20,20,20,20,35,35,35,35,35,35,35,35,35,50,50,50,50,50,50,50,50,50,--,--,--,--,--,--,--,--,--
62,VELOCITY,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,1,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
63,MA_50,MA,MA_200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,ACCELERATION,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,2,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
65,MA_12,MA,,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,EMA_8,MA,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,EMA_20,MA,,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,RSI_20,RSI,,20,0,0,0,0,0,1,0,0,0,0,0,80,80,80,80,80,80,80,80,80,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
69,EMA_34,MA,,34,1,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
70,MA_34,MA,EMA_34,34,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
71,M_MACD,MACD,S_MACD,12,26,0,9,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
72,S_MACD,MACD,M_MACD,12,26,0,9,1,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
73,ATR_1,ATR,,1,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0003,0.0006,0.002,0.003,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
74,EMA_4,MA,,4,1,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
75,SAR,SAR,,0.02,0.2,0,0,0,2,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
76,MA_144,MA,,144,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
77,WPR_14,WPR,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,-20,-20,-20,-20,-20,-20,-20,-20,-20,-50,-50,-50,-50,-50,-50,-50,-50,-50,-80,-80,-80,-80,-80,-80,-80,-80,-80,--,--,--,--,--,--,--,--,--
78,EMA_5,MA,,5,1,5,2,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
79,GENESIS,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
80,TVI,CUSTOM,,PG_TVI,0,0,0,0,2,1,0,5,10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
81,GANHILO,CUSTOM,,PG_GEN_GannHiLo-Histo,0,0,0,0,2,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
82,STOCHA_S,STOCHASTIC,STOCHA_M,5,0,0,3,1,0,1,0,3,0,0,0,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20
83,STOCHA_M,STOCHASTIC,STOCHA_S,5,0,0,3,0,0,1,0,3,0,0,0,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20
84,CCI,CCI,,20,0,5,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,--,--,--,--,--,--,--,--,--
85,T3_2,CUSTOM,,PG_GEN_T3_2ColorHisto,0,0,0,0,2,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
86,Arrow,CUSTOM,,arrow,0,0,0,0,2,0,0,2,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
87,Force,CUSTOM,,Force_Index,0,0,0,0,0,1,0,0,0,0,1,0.02,--,--,--,1.2,--,--,--,--,0.0004,--,0.02,--,0.8,--,--,--,--,0,0,0,0,0,0,0,0,--,-0.0004,--,-0.02,--,-0.8,--,--,--,--,-0.02,--,--,--,-1.2,--,--,--,--
88,BB_M,BOLLINGER,,20,2,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
89,BB_U,BOLLINGER,,20,2,0,0,1,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
90,BB_L,BOLLINGER,,20,2,0,0,2,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
91,STO_BB,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
92,STO_SAR,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
93,Trendline1,CUSTOM,,trendline,0,0,0,0,0,0,0,4,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
94,Trendline2,CUSTOM,,trendline,0,0,0,0,0,0,0,8,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
95,Singapore_Swing,SYSTEM,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
96,Rainbow_MA_1,CUSTOM,,RainbowMMA_07,0,0,0,0,0,0,0,0,0,0,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
97,Rainbow_MA_8,CUSTOM,,RainbowMMA_07,0,0,0,0,0,0,0,0,0,0,128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
98,Momentum,CUSTOM,,Momentum,0,0,0,0,0,1,1,0,0,0,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
