ID,NAME,TYPE,CROSS,PERIOD,METHOD,APPLY,SHIFT,MODE,DISPLAY_TYPE, DISPLAY, LEVELTYPE, VALUE1, VALUE2, VALUE3, VALUE4,LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9
20,BAR,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,NEWS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,VOLUME,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,120,--,--,--,--,--,--,--,--,80,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,--
23,VOLUME_UP,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,VOLUME_DOWN,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,PROGRESS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
50,ATR_14,ATR,,14,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0003,0.0006,0.002,0.003,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
51,F_TRIX,CUSTOM,S_TRIX,PG_THV_Trix,0,0,0,0,0,1,0,4,8,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
52,S_TRIX,CUSTOM,,PG_THV_Trix,0,0,0,0,0,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
55,BOLLINGER_0,BOLLINGER,,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,ICHIMOKU_0,ICHIMOKU,,9,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,MACD_0,MACD,,12,25,0,9,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,--,--,--,--,--,--,--,--,--
59,MA_200,MA,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,RSI_14,RSI,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
61,ATR_20,ATR,ATR_14,20,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,--,--,--,--,--,--,--,--,--
62,RSI_60,RSI,,60,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
63,RSI_2,RSI,,2,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,95,95,95,95,95,95,95,95,95,50,50,50,50,50,50,50,50,50,5,5,5,5,5,5,5,5,5,--,--,--,--,--,--,--,--,--
64,ADX_14,ADX,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,20,20,20,20,20,20,20,20,20,35,35,35,35,35,35,35,35,35,50,50,50,50,50,50,50,50,50,--,--,--,--,--,--,--,--,--
65,VELOCITY,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,1,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
66,MA_50,MA,MA_200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,ACCELERATION,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,2,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
